I_D,FLAG_TSUNA,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPT,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_N,LATITUDE,LONGITUDE,REGION_COD,DEATHS,DEATHS_DES,MISSING,MISSING_DE,INJURIES,INJURIES_D,DAMAGE_MIL,DAMAGE_DES,HOUSES_DES,HOUSES_D_1,HOUSES_DAM,HOUSES_D_2,TOTAL_DEAT,TOTAL_DE_1,TOTAL_MISS,TOTAL_MI_1,TOTAL_INJU,TOTAL_IN_1,TOTAL_DAMA,TOTAL_DA_1,TOTAL_HOUS,TOTAL_HO_1,TOTAL_HO_2,TOTAL_HO_3
4616,Tsu,1972,12,2,0,19,47.2,73,7.400000000000000,,7.400000000000000,6.300000000000000,,,7.800000000000000,6,PHILIPPINES,,"PHILIPPINES:  MINDANAO, DAVAO",6.500000000000000,126.599999999999994,170,,,,,,,,1,,,,,,,,,,,,1,,,,
4617,Tsu,1972,12,4,10,16,12,66,7.400000000000000,,7.400000000000000,6.600000000000000,,,,10,JAPAN,,"JAPAN:  S OF HONSHU, HACHIJOJIMA",33.299999999999997,140.699999999999989,30,,,,,,,,1,,,,,,,,,,,,2,,,,
4619,,1972,12,23,6,29,42.5,5,6.200000000000000,,6.200000000000000,5.600000000000000,,,,,NICARAGUA,,NICARAGUA:  MANAGUA,12.400000000000000,-86.099999999999994,100,10000,4,,,20000,4,2968.000000000000000,4,,,,,10000,4,,,20000,4,2968.000000000000000,4,,,,
6442,Tsu,1972,12,29,4,51,1.6,60,5.400000000000000,,5.400000000000000,5.100000000000000,,,6.000000000000000,,CHILE,,CHILE:  CENTRAL,-30.600000000000001,-71.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
4622,Tsu,1973,1,30,21,1,12.5,43,7.500000000000000,,7.500000000000000,6.200000000000000,,,,,MEXICO,,"MEXICO:  S, FARIAS, TECOMAN",18.480000000000000,-103.000000000000000,150,56,2,,,390,3,,2,,2,,,56,2,,,390,3,,2,,2,,
4625,,1973,2,21,14,42,23.4,38,5.100000000000000,,,5.100000000000000,,,5.700000000000000,6,NEW ZEALAND,,NEW ZEALAND:  HAWKES BAY,-39.579999999999998,176.569999999999993,170,,,,,,,,2,,,,,,,,,,,,,,,,
4626,,1973,2,21,14,45,57.3,8,5.700000000000000,,5.700000000000000,5.700000000000000,5.900000000000000,,,7,USA,CA,CALIFORNIA:  OXNARD,34.100000000000001,-119.000000000000000,150,,,,,,,1.000000000000000,2,,,,,,,,,,,,,,,,
4627,,1973,2,24,0,2,41,27,5.200000000000000,,,5.200000000000000,,,5.200000000000000,,IRAN,,"IRAN:  KHABIS,HENGAM ISLAND",28.579999999999998,52.619999999999997,140,,,,,,,,3,,,,,,,,,,,,,,,,
4629,Tsu,1973,2,28,6,37,49.5,27,7.200000000000000,,7.200000000000000,6.300000000000000,,,,8,RUSSIA,,"RUSSIA:  KURIL ISLANDS, HIROO, URAKAWA",50.500000000000000,156.599999999999994,50,,,,,,,,2,,,,,,,,,,,,2,,,,
4630,,1973,3,9,19,9,12.8,13,5.500000000000000,,,5.500000000000000,,,5.500000000000000,5,AUSTRALIA,,"AUSTRALIA:  WOLLONGONG, SYDNEY",-34.130000000000003,150.270000000000010,170,,,,,,,0.500000000000000,1,,,,,,,,,,,,,,,,
4632,Tsu,1973,3,17,8,30,51.8,33,7.500000000000000,,7.500000000000000,5.600000000000000,,,,9,PHILIPPINES,,"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN",13.400000000000000,122.799999999999997,170,15,1,,,64,2,0.450000000000000,1,,,,,15,1,,,64,2,0.450000000000000,1,,,,
4633,,1973,4,1,7,12,37,31,5.900000000000000,,5.900000000000000,,,,6.000000000000000,,ETHIOPIA,,ETHIOPIA:  DJIBOUTI,11.660000000000000,43.030000000000001,10,,,,,,,,2,,,,,,,,,,,,,,,,
4634,,1973,4,14,8,34,0.1,33,6.500000000000000,,6.500000000000000,5.700000000000000,,,,,COSTA RICA,,"COSTA RICA: TILARAN, ARENAL, RIO CHIQUITO",10.679000000000000,-84.759000000000000,100,26,1,,,100,2,0.200000000000000,1,,,,,26,1,,,100,2,0.200000000000000,1,,,,
4636,,1973,4,24,21,30,9.9,50,6.500000000000000,,6.500000000000000,6.300000000000000,,,,,COLOMBIA,,"COLOMBIA; SAN CRISTOBAL, VENEZUELA",4.956000000000000,-78.144000000000005,160,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
4637,,1973,4,26,20,26,28.6,48,6.500000000000000,6.500000000000000,6.300000000000000,,6.200000000000000,,,8,USA,HI,HAWAII: HILO,19.936000000000000,-155.098000000000013,150,,,,,11,1,5.750000000000000,3,,,,,,,,,11,1,5.750000000000000,3,,,,
4638,Tsu,1973,6,17,3,55,2.9,48,7.700000000000000,,7.700000000000000,6.500000000000000,,,7.700000000000000,8,JAPAN,,JAPAN:  HOKKAIDO ISLAND,43.200000000000003,145.800000000000011,30,,,,,27,1,5.000000000000000,2,2,1,,,27,1,,,,,5.000000000000000,2,2,1,,
4639,Tsu,1973,6,24,2,43,25.5,50,7.100000000000000,,7.100000000000000,6.300000000000000,,,,8,RUSSIA,,RUSSIA:  KURIL ISLANDS,43.299999999999997,146.400000000000006,50,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
7801,Tsu,1973,6,26,22,32,0.2,50,6.600000000000000,,6.600000000000000,5.800000000000000,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS:  S,43.200000000000003,146.599999999999994,50,,,,,,,,,,,,,,,,,,,,,,,,
4641,,1973,8,18,22,38,29,,3.500000000000000,,,,,,3.500000000000000,6,ITALY,,ITALY:  SICILY,37.659999999999997,15.167000000000000,130,,,,,,,0.500000000000000,1,,,,,,,,,,,,,,,,
4644,Tsu,1973,10,5,5,47,51.1,14,6.700000000000000,,6.700000000000000,5.800000000000000,,,,7,CHILE,,"CHILE:  VALPARAISO, LA LIGUA, SANTIAGO",-32.500000000000000,-71.500000000000000,160,,,,,,,,2,,,,,,,,,,,,,,,,
4647,,1973,11,4,15,52,11.7,8,5.500000000000000,,5.500000000000000,5.800000000000000,,,5.800000000000000,8,GREECE,,"GREECE:  LEUKAS ISLAND, PREVEZA, VONITSA",38.899999999999999,20.440000000000001,130,,,,,,,,2,,,,,,,,,,,,,,,,
4649,,1973,11,23,13,36,19.3,5,5.100000000000000,,5.100000000000000,5.000000000000000,,,5.300000000000000,8,AZORES (PORTUGAL),,"AZORES:  PICO, FAIAL, TERCEIRA",38.460000000000001,-28.309999999999999,130,1,1,,,,,,2,,,,,,,,,,,,,,,,
4650,,1973,11,29,10,57,42.7,26,5.600000000000000,,5.600000000000000,5.700000000000000,,,6.100000000000000,8,GREECE,,"GREECE:  CRETE, PALAEOCHORA, CHANIA",35.180000000000000,23.800000000000001,130,,,,,,,,2,,,,,,,,,,,,,,,,
4651,,1973,12,28,13,41,45.8,26,7.500000000000000,,7.500000000000000,6.400000000000000,,,7.800000000000000,7,VANUATU,,"VANUATU ISLANDS:  ESPIRITU SANTO, LUGANILLE",-14.460000000000001,166.599999999999994,170,,,,,,,,2,,,,,,,,,,,,,,,,
4652,,1973,12,29,0,19,31.1,47,7.200000000000000,,7.200000000000000,,,,7.200000000000000,8,VANUATU,,"VANUATU ISLANDS:  LUGANVILLE, LAMAP",-15.119999999999999,166.900000000000006,170,,,,,,,,2,,,,,,,,,,,,,,,,
4653,,1974,1,5,8,33,50.7,98,6.300000000000000,,,6.300000000000000,,,6.600000000000000,,PERU,,"PERU:  LIMA, YAUYOS",-12.300000000000001,-76.349999999999994,160,10,1,,,,3,,3,,,,,10,1,,,,3,,3,,,,
6443,Tsu,1974,1,31,23,30,5.3,34,7.000000000000000,,7.000000000000000,6.000000000000000,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.500000000000000,155.900000000000006,170,,,,,,,,,,,,,,,,,,,,,,,,
4654,,1974,2,1,0,1,2.4,29,5.200000000000000,,,5.200000000000000,,,,,TURKEY,,TURKEY:  IZMIR,38.600000000000001,27.000000000000000,140,2,1,,,20,1,,,,,,,2,1,,,20,1,,,,,,
6598,Tsu,1974,2,1,3,12,33.1,40,7.100000000000000,,7.100000000000000,6.200000000000000,,,,6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.400000000000000,155.599999999999994,170,,,,,,,,,,,,,,,,,,,,2,,,,
7924,,1974,4,22,0,29,19.8,16,5.500000000000000,,5.500000000000000,5.200000000000000,,,,,CHINA,,CHINA:  JIANGSU PROVINCE,31.600000000000001,119.200000000000003,30,,,,,,,,2,,,,,,,,,,,,2,,,,
4656,Tsu,1974,5,8,23,33,25.2,2,6.500000000000000,,6.500000000000000,6.000000000000000,,,,9,JAPAN,,JAPAN:  NAKAGI,34.500000000000000,138.699999999999989,30,30,1,,,102,3,,2,134,3,,,27,1,,,102,3,,2,134,3,,
4658,,1974,5,10,19,25,15,11,7.100000000000000,,7.100000000000000,6.200000000000000,,,,,CHINA,,"CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG",28.239999999999998,104.010000000000005,30,20000,4,,,,,,3,,3,,,20000,4,,,,,,3,,3,,
4659,,1974,6,12,16,25,47.6,34,6.100000000000000,,6.100000000000000,5.700000000000000,,,6.100000000000000,,VENEZUELA,,VENEZUELA,10.560000000000000,-63.380000000000003,160,5,1,,,,,2.500000000000000,2,,,,,,,,,,,,,,,,
4660,,1974,6,20,17,8,27.3,7,4.500000000000000,,,4.500000000000000,,,5.100000000000000,7,SLOVENIA,,BALKANS NW:  SLOVENIA:  KOZJANSKO,44.969999999999999,15.529999999999999,130,,,,,,,,2,,,,,,,,,,,,,,,,
4663,,1974,7,13,1,18,22.8,12,7.300000000000000,,7.300000000000000,6.400000000000000,,,7.300000000000000,,COLOMBIA,,"COLOMBIA: BOGOTA, CALI, PEREIRA",7.750000000000000,-77.689999999999998,160,11,1,,,,,,1,,,,,,,,,,,,,,,,
4664,,1974,8,3,18,16,34,58,5.700000000000000,,,5.700000000000000,,,5.800000000000000,6,JAPAN,,"JAPAN:  HONSHU:  KAKIOTA,  MITO, TOKYO",36.000000000000000,139.819999999999993,30,2,1,,,17,1,,2,,,,,,,,,,,,,,,,
6444,Tsu,1974,8,18,10,44,12.8,36,7.100000000000000,,7.100000000000000,5.900000000000000,,,,6,CHILE,,"CHILE:  LA UNION, VALDIVIA",-38.500000000000000,-73.400000000000006,160,,,,,,,,1,,,,,,,,,,,,1,,,,
6445,Tsu,1974,9,27,5,47,29.4,43,6.700000000000000,,6.700000000000000,6.000000000000000,,,,4,RUSSIA,,RUSSIA:  KURIL-JAPAN:  HOKKAIDO,43.200000000000003,146.699999999999989,50,,,,,,,,,,,,,,,,,,,,,,,,
4666,Tsu,1974,10,3,14,21,29.1,13,8.100000000000000,8.100000000000000,7.600000000000000,6.600000000000000,,,,9,PERU,,"PERU:  LIMA, CALLAO",-12.270000000000000,-77.790000000000006,160,78,2,,,2414,4,10.000000000000000,3,,3,,,78,2,,,2414,4,10.000000000000000,3,,3,,
4669,,1974,10,8,9,50,58.1,47,7.500000000000000,,7.500000000000000,6.600000000000000,,,7.500000000000000,8,ANTIGUA AND BARBUDA,,"ANTIGUA AND BARBUDA; ST KITTS",17.300000000000001,-62.000000000000000,90,,,,,4,1,,2,,,,,,,,,4,1,,2,,,,
4671,Tsu,1974,12,28,12,11,43.7,22,6.200000000000000,,6.200000000000000,6.000000000000000,,,,7,PAKISTAN,,"PAKISTAN:  BALAKOT, PATAN",35.100000000000001,72.900000000000006,60,5300,4,,,17000,4,3.255000000000000,2,,3,,3,5300,4,,,17000,4,3.255000000000000,2,,3,,
4675,,1975,1,9,23,9,46.6,31,5.200000000000000,,,5.200000000000000,,,5.200000000000000,,RUSSIA,,RUSSIA:  DAGESTAN,42.890000000000001,46.990000000000002,40,,,,,,,,2,,,,,,,,,,,,,,,,
4676,Tsu,1975,1,15,9,42,24,,5.900000000000000,,5.900000000000000,,,,,7,INDONESIA,,INDONESIA:  MALUKU:  BANDANAIRA,-5.000000000000000,130.000000000000000,170,,,,,,,,2,81,2,6,1,,,,,,,,2,81,2,6,1
4677,,1975,1,19,8,2,2.5,33,6.800000000000000,,6.800000000000000,6.200000000000000,,,,,INDIA,,INDIA:  KASHMIR:   KINNAUR DISTRICT,32.460000000000001,78.430000000000007,60,47,1,,,,,,2,,,,,47,1,,,,,,2,,,,
4679,,1975,1,23,14,19,14.9,10,5.800000000000000,,5.800000000000000,5.200000000000000,,,,7,JAPAN,,JAPAN:  AROSAN,33.000000000000000,131.099999999999994,30,,,,,,,,2,,,,,,,,,,,,,,,,
4680,,1975,2,2,8,43,39.1,10,7.600000000000000,,7.600000000000000,6.100000000000000,,,,9,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,53.109999999999999,173.500000000000000,150,,,,,,,,2,,,,,,,,,,,,,,,,
4681,,1975,2,4,11,36,7.5,33,7.400000000000000,,7.400000000000000,6.400000000000000,,,,10,CHINA,,"CHINA:  LIAONING PROVINCE:  YINGTAO, ANSHAN",40.640000000000001,122.579999999999998,30,300,3,,,,,,4,,4,,,300,3,,,,,,4,,4,,
4683,,1975,2,9,4,45,24.5,27,5.600000000000000,,5.600000000000000,5.200000000000000,,,,8,INDONESIA,,INDONESIA:  JAVA,-6.700000000000000,106.700000000000003,170,1,1,,,,,,2,,,,,1,1,,,,,,2,,,,
4684,,1975,3,7,7,4,42.6,27,6.100000000000000,,6.100000000000000,,,,6.100000000000000,,IRAN,,"IRAN:  SARKHUN,QALEH QAZI,QADHAD,NONG-E-BALA",27.500000000000000,56.259999999999998,140,7,1,,,,,,2,,,,,,,,,,,,,,,,
6447,Tsu,1975,3,13,15,26,42.5,4,6.900000000000000,,6.900000000000000,6.200000000000000,,,,8,CHILE,,"CHILE:  COQUIMBO, LA SERENA",-29.899999999999999,-71.299999999999997,160,2,1,,,25,1,,1,,,,,2,1,,,25,1,,1,,,,
4686,,1975,3,27,5,15,6.2,5,6.700000000000000,,6.700000000000000,,,,6.700000000000000,6,TURKEY,,"TURKEY:  W; CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI",40.420000000000002,26.140000000000001,140,,,,,,,,2,,,,,,,,,,,,,,,,
4688,,1975,4,5,9,34,36.6,33,6.100000000000000,,6.100000000000000,5.600000000000000,,,6.300000000000000,,VENEZUELA,,VENEZUELA,10.039999999999999,-69.750000000000000,160,3,1,,,,,1.200000000000000,2,,,,,,,,,,,,,,,,
4689,,1975,4,20,17,35,50.4,7,6.100000000000000,,6.100000000000000,5.700000000000000,,,6.400000000000000,6,JAPAN,,"JAPAN:  OITA, AROSAN",33.189999999999998,131.300000000000011,30,,,,,8,1,,3,,,,,,,,,,,,,,,,
4690,,1975,5,10,14,27,38.7,6,7.700000000000000,,7.700000000000000,6.500000000000000,,,7.800000000000000,,CHILE,,CHILE:  CENTRAL,-38.180000000000000,-73.230000000000004,160,,,,,,,,2,,,,,,,,,,,,,,,,
4691,Tsu,1975,5,26,9,11,51.5,33,7.700000000000000,7.700000000000000,7.900000000000000,6.700000000000000,,,,6,ATLANTIC OCEAN,,ATLANTIC OCEAN:  MADERIA ISLANDS,35.997000000000000,-17.649000000000001,70,,,,,,,,1,,,,,,,,,,,,1,,,,
6449,Tsu,1975,6,10,13,47,14.5,15,7.000000000000000,,7.000000000000000,5.800000000000000,,,,,RUSSIA,,RUSSIA:  KURIL-JAPAN:  HOKKAIDO,43.024000000000001,147.734000000000009,50,,,,,,,,,,,,,,,,,,,,,,,,
4693,,1975,7,11,7,18,46.6,30,4.300000000000000,,,4.300000000000000,,,,,ALGERIA,,ALGERIA:  DJEBEL BABOR,36.320000000000000,5.241000000000000,15,1,1,,,18,1,,2,,,,,1,1,,,18,1,,2,,,,
4694,Tsu,1975,7,20,14,37,39.9,49,7.900000000000000,,7.900000000000000,6.600000000000000,,,,8,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE,-6.590000000000000,155.054000000000002,170,,,,,,,,3,,2,,,,,,,,,,3,,2,,
4695,,1975,7,20,19,54,27.7,44,7.700000000000000,,7.700000000000000,6.100000000000000,,,,7,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  SOLOMON ISLANDS: BUIN, BOKU",-7.104000000000000,155.151999999999987,170,,,,,,,,,,,,,,,,,,,,,,,,
4702,,1975,10,11,14,35,15,9,7.800000000000000,,7.800000000000000,7.000000000000000,,,,,TONGA,,TONGA ISLANDS:  S OF TONGA,-24.893999999999998,-175.119000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4703,Tsu,1975,10,31,8,28,2.6,50,7.600000000000000,,7.600000000000000,6.400000000000000,,,,6,PHILIPPINES,,PHILIPPINES,12.539999999999999,125.992999999999995,170,1,1,,,,,,,,,,,1,1,,,,,,1,30,1,,
7202,,1975,11,1,1,17,33.9,113,6.100000000000000,,,6.100000000000000,,,,7,USA TERRITORY,GU,GUAM,13.843000000000000,144.753999999999991,170,,,,,,,,1,,,,,,,,,,,,,,,,
4704,Tsu,1975,11,29,14,47,40.9,2,7.700000000000000,7.700000000000000,7.200000000000000,6.000000000000000,,,,9,USA,HI,HAWAII,19.451000000000001,-155.032999999999987,150,,,,,,,4.000000000000000,2,,,,,2,1,,,,,4.000000000000000,2,,3,,
10271,Tsu,1975,12,16,21,1,39,33,4.900000000000000,,,4.900000000000000,,,,,FIJI,,FIJI ISLANDS,-18.672000000000001,178.463999999999999,170,,,,,,,,,,,,,,,,,,,,,,,,
4705,Tsu,1975,12,26,15,56,38.7,33,7.800000000000000,,7.800000000000000,6.400000000000000,,,7.800000000000000,5,SAMOA,,SAMOA ISLANDS,-16.265000000000001,-172.467000000000013,170,,,,,,,,,,,,,,,,,,,,,,,,
4706,,1975,12,31,9,45,47.7,19,5.500000000000000,,5.500000000000000,5.400000000000000,,,,9,GREECE,,GREECE:  KATO-MAKRINOU,38.628000000000000,21.797999999999998,130,1,1,,,10,1,,3,,,,,1,1,,,10,1,,3,,,,
4707,,1976,1,13,13,29,19.5,33,6.400000000000000,,6.400000000000000,,,,6.400000000000000,,ICELAND,,ICELAND:  KOPASKER,66.159999999999997,-16.579999999999998,120,,,,,,,,2,,,,,,,,,,,,,,,,
4708,,1976,1,14,15,56,34.9,69,7.800000000000000,,7.800000000000000,6.300000000000000,,,7.800000000000000,8,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-29.207999999999998,-177.885999999999996,170,,,,,,,,,,,,,,,,,,,,,,,,
4709,Tsu,1976,1,14,16,47,33.5,33,8.000000000000000,,8.000000000000000,6.500000000000000,,,8.199999999999999,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.427000000000000,-177.657000000000011,170,,,,,,,,1,,,,,,,,,,,,,,,,
6450,Tsu,1976,1,21,10,5,24.1,41,7.000000000000000,,7.000000000000000,6.300000000000000,,,,5,RUSSIA,,RUSSIA:  KURIL ISLANDS,44.914999999999999,149.122999999999990,50,,,,,,,,,,,,,,,,,,,,,,,,
4711,Tsu,1976,2,4,9,1,43.4,5,7.500000000000000,,7.500000000000000,6.200000000000000,,,,9,GUATEMALA,,"GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY",15.324000000000000,-89.100999999999999,90,23000,4,,,76000,4,2147.000000000000000,4,,,,,23000,4,,,76000,4,2147.000000000000000,4,,,,
4714,,1976,3,13,16,30,41.5,5,5.100000000000000,,5.100000000000000,5.400000000000000,,,,,GUATEMALA,,GUATEMALA,14.766999999999999,-91.061000000000007,100,4,1,,,50,1,,2,,,,,4,1,,,50,1,,2,,,,
4718,,1976,4,9,7,8,47,9,6.700000000000000,,6.700000000000000,,,,6.700000000000000,,ECUADOR,,ECUADOR:  ESMERALDOS,0.780000000000000,-79.799999999999997,160,10,1,,,,,4.000000000000000,2,,,,,,,,,,,,,,,,
4719,,1976,4,29,22,18,9.1,44,5.500000000000000,,5.500000000000000,5.000000000000000,,,5.500000000000000,,TURKEY,,TURKEY,40.890000000000001,42.850000000000001,140,4,1,,,,,,2,,,,,,,,,,,,,,,,
4720,,1976,5,6,20,0,11.6,9,6.500000000000000,,6.500000000000000,6.000000000000000,,,,10,ITALY,,"ITALY:  NE, BALKANS NW:   SLOVENIA: NW",46.356000000000002,13.275000000000000,130,978,3,,,1700,4,3600.000000000000000,4,,,,,978,3,,,1700,4,3600.000000000000000,4,,,,
4727,,1976,6,7,14,26,39.1,45,6.400000000000000,,6.400000000000000,6.100000000000000,,,6.400000000000000,,MEXICO,,MEXICO:  MEXICO CITY,17.399999999999999,-100.640000000000001,150,,,,,,,,2,,,,,,,,,,,,,,,,
4729,,1976,6,25,19,18,56.9,33,7.100000000000000,,7.100000000000000,6.100000000000000,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-4.603000000000000,140.091000000000008,170,6000,4,,,,,,3,,,,,6000,4,,,,,,3,,,,
10280,Tsu,1976,7,11,16,54,31.8,22,6.700000000000000,,6.700000000000000,6.300000000000000,,,,,PANAMA,,PANAMA: DARIEN,7.400000000000000,-78.099999999999994,100,5,1,,,7,1,,1,,,,,5,1,,,7,1,,1,,,,
4731,,1976,7,14,7,13,24,40,6.500000000000000,,6.500000000000000,6.200000000000000,,,,,INDONESIA,,INDONESIA:  BALI,-8.170000000000000,114.888000000000005,170,573,3,,,4755,4,195.000000000000000,4,,,,,573,3,,,4755,4,195.000000000000000,4,,,,
4732,,1976,7,26,2,56,39.3,33,6.200000000000000,,6.200000000000000,5.800000000000000,,,5.800000000000000,7,MALAYSIA,,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",4.960000000000000,118.310000000000002,170,,,,,,,,2,,,,,,,,,,,,,,,,
4739,Tsu,1976,8,16,16,11,7.3,33,8.000000000000000,8.000000000000000,7.900000000000000,6.400000000000000,,,,6,PHILIPPINES,,PHILIPPINES:  MINDANAO:  S,6.292000000000000,124.090000000000003,170,1200,4,,,3500,4,134.000000000000000,4,,,,,8000,4,,,10000,4,134.000000000000000,4,,,,
7362,,1976,8,17,4,19,27.3,22,6.800000000000000,,6.800000000000000,6.200000000000000,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,7.249000000000000,122.938999999999993,170,,1,,,,,,1,,,,,,1,,,,,,1,,,,
4742,,1976,9,11,16,31,12,16,5.500000000000000,,5.500000000000000,5.200000000000000,,,,7,ITALY,,ITALY:  NORTHEASTERN,46.280000000000001,13.157000000000000,130,5,1,,,,2,,2,,,,,5,1,,,,2,,2,,,,
4743,,1976,9,15,3,15,19.9,10,6.000000000000000,,6.000000000000000,5.700000000000000,,,,9,ITALY,,ITALY:  NORTHEASTERN,46.302000000000000,13.196999999999999,130,11,1,,,,2,,2,,,,,11,1,,,,2,,2,,,,
4744,,1976,9,15,9,21,19.1,17,5.900000000000000,,5.900000000000000,5.400000000000000,,,6.500000000000000,9,ITALY,,ITALY-BALKANS NW,46.320000000000000,13.130000000000001,130,2,1,,,,,,2,,,,,,,,,,,,,,,,
4746,,1976,10,29,2,51,7.6,33,7.100000000000000,,7.100000000000000,6.100000000000000,,,,8,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA,-4.517000000000000,139.918000000000006,170,133,3,,,,,,1,,,,1,133,3,,,,,,1,,,,1
4755,,1976,11,30,0,40,57.8,82,7.300000000000000,,,7.300000000000000,,,7.300000000000000,8,CHILE,,"CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.520000000000000,-68.920000000000002,160,1,1,,,13,1,,2,,,,,,,,,,,,,,,,
4758,,1977,1,26,13,11,29.8,33,5.200000000000000,,,5.200000000000000,,,5.000000000000000,6,INDONESIA,,"INDONESIA:  BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.220000000000001,115.189999999999998,170,,,,,,,,1,,,,,,,,,,,,,,,,
4763,,1977,3,8,23,17,28,22,6.000000000000000,,6.000000000000000,5.500000000000000,,,6.000000000000000,8,INDONESIA,,"INDONESIA:  SUMATERA,SINURAT,TALU",0.450000000000000,100.019999999999996,170,,,,,,,,1,,,,,,,,,,,,,,,,
4764,,1977,3,18,21,43,52.4,37,7.300000000000000,7.300000000000000,7.000000000000000,6.200000000000000,,,,7,PHILIPPINES,,PHILIPPINES:  LUZON:  MANILA,16.770000000000000,122.329999999999998,170,1,1,,,9,1,0.100000000000000,1,14,1,22,1,1,1,,,9,1,0.100000000000000,1,14,1,22,1
4765,,1977,3,21,21,18,54.2,29,6.900000000000000,,6.900000000000000,6.200000000000000,,,7.000000000000000,,IRAN,,IRAN:  BANDAR ABBAS,27.609999999999999,56.390000000000001,140,167,3,,,556,3,,3,,,,,167,3,,,556,3,,3,,,,
4769,Tsu,1977,4,2,7,15,22.7,33,7.600000000000000,,7.600000000000000,6.800000000000000,,,,6,SAMOA,,SAMOA ISLANDS:  APIA,-16.696000000000002,-172.094999999999999,170,,,,,,,,1,,,,,,,,,,,,1,,,,
6798,Tsu,1977,4,20,23,13,10.4,33,6.800000000000000,,6.800000000000000,6.400000000000000,,,,6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.827999999999999,160.323000000000008,170,34,1,,,,,,3,,,,,34,1,,,,,,3,,,,
6797,Tsu,1977,4,20,23,42,50.5,19,7.600000000000000,,7.600000000000000,6.300000000000000,,,,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.890000000000001,160.348000000000013,170,,,,,,,,1,,,,,,,,,,,,1,,,,
4773,,1977,4,20,23,49,13.1,33,7.500000000000000,,7.500000000000000,6.800000000000000,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.843999999999999,160.822000000000003,170,,,,,,1,,1,,,,,,,,,,1,,1,,,,
4774,Tsu,1977,4,21,4,24,9.6,33,8.100000000000000,,8.100000000000000,6.600000000000000,,,,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.965000000000000,160.730999999999995,170,18,1,,,1,1,,3,,,,,18,1,,,1,1,,3,,,,
4777,Tsu,1977,6,22,12,8,33.4,65,7.200000000000000,,7.200000000000000,7.200000000000000,,,7.200000000000000,4,TONGA,,TONGA TRENCH,-22.878000000000000,-175.900000000000006,170,1,1,,,5,1,1.200000000000000,2,,,,,,,,,,,,,,,,
4778,,1977,7,16,13,13,29.6,6,4.600000000000000,,,4.600000000000000,,,4.200000000000000,6,SLOVENIA,,"BALKANS NW:  SLOVENIA:  TRSTENIK,BELA,TENETISE",46.289999999999999,14.289999999999999,130,,,,,,,,2,,,,,,,,,,,,,,,,
4779,Tsu,1977,8,19,6,8,55.2,33,8.000000000000000,,8.000000000000000,7.000000000000000,,,,,INDONESIA,,INDONESIA:  SUNDA ISLANDS,-11.085000000000001,118.463999999999999,170,,,,,,,,1,,,,,189,3,,,75,2,1.200000000000000,2,,,,
6452,Tsu,1977,8,28,20,10,5,33,5.500000000000000,,5.500000000000000,5.200000000000000,,,,4,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  ADMIRALTY ISLANDS,-1.081000000000000,146.229999999999990,170,,,,,,,,,,,,,,,,,,,,,,,,
4780,,1977,8,31,0,42,5.4,33,6.500000000000000,,6.500000000000000,5.700000000000000,,,6.400000000000000,,COLOMBIA,,"COLOMBIA:  APARTADO, MEDELLIN",7.340000000000000,-76.299999999999997,160,3,1,,,,,,2,,,,,,,,,,,,,,,,
