I_D,FLAG_TSUNA,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPT,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_N,LATITUDE,LONGITUDE,REGION_COD,DEATHS,DEATHS_DES,MISSING,MISSING_DE,INJURIES,INJURIES_D,DAMAGE_MIL,DAMAGE_DES,HOUSES_DES,HOUSES_D_1,HOUSES_DAM,HOUSES_D_2,TOTAL_DEAT,TOTAL_DE_1,TOTAL_MISS,TOTAL_MI_1,TOTAL_INJU,TOTAL_IN_1,TOTAL_DAMA,TOTAL_DA_1,TOTAL_HOUS,TOTAL_HO_1,TOTAL_HO_2,TOTAL_HO_3
4094,,1956,3,16,19,32,,,5.800000000000000,,,,,,5.800000000000000,,LEBANON,,LEBANON:  LITANI,35.500000000000000,35.500000000000000,140,148,3,,,,,,3,,,,,,,,,,,,,,,,
4095,,1956,4,19,18,38,,,,,,,,,,,SPAIN,,SPAIN,37.000000000000000,-4.000000000000000,130,7,1,,,,,,3,,,,,,,,,,,,,,,,
4096,,1956,5,23,20,48,,430,7.500000000000000,,,,,,7.500000000000000,,FIJI,,FIJI ISLANDS,-15.000000000000000,-179.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4100,Tsu,1956,7,9,3,11,39,20,7.800000000000000,,7.800000000000000,,,,,9,GREECE,,GREECE:  DODECANESE,36.899999999999999,26.000000000000000,130,53,2,,,,,,3,,,,,56,2,,,,,,3,,,,
7771,Tsu,1956,7,9,3,24,,,6.800000000000000,,6.800000000000000,,,,,,GREECE,,GREECE:  AEGEAN SEA,36.799999999999997,25.199999999999999,130,,,,,,,,,,,,,,,,,,,,,,,,
4102,,1956,7,18,6,19,35,190,7.500000000000000,,7.500000000000000,,,,7.500000000000000,,INDONESIA,,INDONESIA:  BANDA SEA,-5.500000000000000,130.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4103,,1956,7,21,15,32,,,6.100000000000000,,,,,,6.100000000000000,9,INDIA,,"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA",23.000000000000000,70.000000000000000,60,156,3,,,,,,3,,,,,,,,,,,,,,,,
6374,Tsu,1956,8,12,16,59,37.6,50,6.500000000000000,,6.500000000000000,,,,,,JAPAN,,JAPAN:  IZU PENINSULA,33.799999999999997,138.800000000000011,30,,,,,,,,,,,,,,,,,,,,,,,,
4105,,1956,10,11,2,24,,110,7.600000000000000,,,,,,7.600000000000000,7,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.000000000000000,150.500000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
4107,,1956,10,31,14,3,,,6.800000000000000,,,,,,6.800000000000000,,IRAN,,IRAN:  BASTAK,27.199999999999999,54.399999999999999,140,347,3,,,,,,4,,,,,,,,,,,,,,,,
4108,Tsu,1956,11,2,16,4,,,5.700000000000000,,,,,,5.700000000000000,8,GREECE,,GREECE:  VOLOS-AGRIA (MAGNESIA),39.500000000000000,23.000000000000000,130,,2,,,,,,,,,,,,,,,,,,,,,,
6375,Tsu,1956,12,18,2,31,3,33,,,,,,,,,CHILE,,CHILE:  ANTOFAGASTA,-25.500000000000000,-71.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
4111,,1957,2,20,4,41,1,,5.600000000000000,,5.600000000000000,,,,,,TUNISIA,,"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX",36.200000000000003,8.900000000000000,15,13,1,,,96,2,,2,,,,,13,1,,,96,2,,2,,,,
4112,,1957,2,23,20,26,14,69,7.200000000000000,,7.200000000000000,,,,,,TAIWAN,,"TAIWAN:  HUALIEN, TAIPEI",23.899999999999999,121.599999999999994,30,11,1,,,,3,,2,,,,,11,1,,,,3,,2,,,,
4114,,1957,3,8,12,21,14,,7.000000000000000,,7.000000000000000,,,,,10,GREECE,,GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),39.399999999999999,22.800000000000001,130,2,1,,,,3,,2,,,,,2,1,,,,3,,2,,,,
4116,Tsu,1957,3,9,14,22,31.9,33,8.600000000000000,8.600000000000000,9.100000000000000,,,,,,USA,AK,ALASKA,51.292000000000002,-175.628999999999991,150,,,,,,,,1,,,,,2,1,,,1,1,,3,,,,
4118,,1957,3,22,14,21,,,7.500000000000000,,,,,,7.500000000000000,5,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,55.000000000000000,-165.199999999999989,150,,,,,,,,,,,,,,,,,,,,,,,,
4120,,1957,4,14,19,18,,60,7.500000000000000,,,,,,7.500000000000000,,SAMOA,,SAMOA ISLANDS,-15.500000000000000,-173.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4121,,1957,4,16,4,4,4,600,7.500000000000000,,7.500000000000000,,,,,,INDONESIA,,INDONESIA:  JAVA SEA,-4.600000000000000,107.099999999999994,170,,,,,,,,,,,,,,,,,,,,,,,,
4123,,1957,4,24,19,10,,,6.900000000000000,,,,,,6.900000000000000,,TURKEY,,TURKEY,36.000000000000000,28.500000000000000,140,,,,,,,,2,,,,,,,,,,,,,,,,
4125,,1957,4,25,2,25,,18,7.100000000000000,,,,,,7.100000000000000,10,TURKEY,,"TURKEY:  FETHIYE (LYCIA, ASIA MINOR)",36.399999999999999,28.699999999999999,140,18,1,,,,,,,,,,,,,,,,,,,,,,
4130,,1957,5,26,6,33,,,7.100000000000000,,,,,,7.100000000000000,9,TURKEY,,TURKEY:  ABANT,40.700000000000003,30.899999999999999,140,500,3,,,,,,3,,,,,,,,,,,,,,,,
4132,Tsu,1957,6,22,23,50,23,33,7.300000000000000,,7.300000000000000,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.500000000000000,137.000000000000000,170,,,,,,,,3,,,,,,,,,,,,3,,,,
4139,Tsu,1957,7,28,8,40,1,25,7.900000000000000,,7.900000000000000,,,,,7,MEXICO,,"MEXICO:  ACAPULCO,MEXICO CITY",16.500000000000000,-99.099999999999994,150,65,2,,,,3,25.000000000000000,4,,3,,,65,2,,,,3,25.000000000000000,4,,3,,
6546,Tsu,1957,7,29,17,15,14,33,7.000000000000000,,7.000000000000000,,,,,3,CHILE,,CHILE:  ANTOFAGASTA,-23.500000000000000,-71.500000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
4143,,1957,9,24,8,21,,60,7.600000000000000,,,,,,7.600000000000000,,PHILIPPINES,,PHILIPPINES,5.500000000000000,127.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6377,Tsu,1957,9,26,,,,,,,,,,,,,INDONESIA,,S. JAVA SEA,-8.199999999999999,107.299999999999997,170,,,,,,,,,,,,,,,,,,,,,,,,
4144,,1957,9,28,14,20,,549,7.500000000000000,,,,,,7.500000000000000,,FIJI,,FIJI ISLANDS,-20.399999999999999,-178.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6378,Tsu,1957,10,26,14,16,57,,6.000000000000000,,6.000000000000000,,,,,,INDONESIA,,INDONESIA:  KALIMANTAN ISLAND,-2.000000000000000,116.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6379,Tsu,1957,11,,,,,,,,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,,,170,,,,,,,,,,,,,,,,,,,,,,,,
4154,,1957,12,17,13,50,,120,7.800000000000000,,,,,,7.800000000000000,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.300000000000001,166.699999999999989,170,,,,,,,,,,,,,,,,,,,,,,,,
4157,,1958,1,15,19,14,,60,7.300000000000000,,,,,,7.300000000000000,9,PERU,,PERU: AREQUIPA,-16.500000000000000,-72.000000000000000,160,28,1,,,,,,2,,,,,,,,,,,,,,,,
4160,Tsu,1958,1,19,14,7,27,60,7.600000000000000,,7.600000000000000,,,,,9,COLOMBIA,,COLOMBIA-ECUADOR,1.500000000000000,-79.500000000000000,160,111,3,,,46,1,,2,,2,,,115,3,,,46,1,,2,,2,,
4163,,1958,2,1,14,9,,,,,,,,,,10,COLOMBIA,,COLOMBIA,2.000000000000000,-79.000000000000000,160,22,1,,,,,,3,,,,,,,,,,,,,,,,
8048,Tsu,1958,2,7,23,23,36,,6.200000000000000,,6.200000000000000,,,,,7,CHINA,,CHINA:  SICHUAN PROVINCE,31.500000000000000,104.000000000000000,30,,,,,,,,1,,1,,,,,,,,,,1,,1,,
4165,,1958,3,11,0,22,56,70,7.500000000000000,,7.500000000000000,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,25.000000000000000,125.000000000000000,30,,2,,,,3,,,,,,,,2,,,,3,,,,,,
6324,Tsu,1958,4,21,22,37,36,200,6.700000000000000,,6.700000000000000,,,,,,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,-4.500000000000000,104.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4166,,1958,5,14,2,34,,,,,,,,,,,AZORES (PORTUGAL),,AZORES,38.500000000000000,-28.800000000000001,130,,,,,,,,2,,,,,,,,,,,,,,,,
4167,Tsu,1958,7,10,6,15,59.9,35,7.800000000000000,7.800000000000000,7.900000000000000,,,,,11,USA,AK,ALASKA:  LITUYA BAY,58.369999999999997,-136.664999999999992,150,,,,,,,,1,,1,,,5,1,,,,,0.100000000000000,1,,1,,
4170,,1958,7,26,17,38,,620,7.500000000000000,,,,,,7.500000000000000,,PERU,,PERU:  S,-13.500000000000000,-69.000000000000000,160,,,,,,,,1,,,,,,,,,,,,,,,,
6380,Tsu,1958,9,17,12,24,,,,,,,,,,,RUSSIA,,RUSSIA:  N. KURIL ISLANDS,49.299999999999997,156.400000000000006,50,,,,,,,,,,,,,,,,,,,,,,,,
4178,,1958,10,20,1,12,37,100,6.700000000000000,,6.700000000000000,,,,,8,INDONESIA,,INDONESIA:  JAVA:  MALANG,-9.500000000000000,112.500000000000000,170,8,1,,,1856,4,,2,95,2,206,3,8,1,,,1856,4,,2,95,2,206,3
6381,Tsu,1958,11,4,22,54,46,,6.100000000000000,,6.100000000000000,,,,,,PACIFIC OCEAN,,EAST PACIFIC RIDGE,-50.000000000000000,-115.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
4179,Tsu,1958,11,6,22,58,8.6,40,8.300000000000001,8.300000000000001,,,,,8.199999999999999,10,RUSSIA,,RUSSIA:  KURIL ISLANDS:  S,44.530000000000001,148.539999999999992,50,,,,,,,,2,,,,,,,,,,,,,,,,
6382,Tsu,1958,11,12,20,23,,29,,,,,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,44.200000000000003,148.800000000000011,50,,,,,,,,,,,,,,,,,,,,,,,,
4181,,1958,11,18,10,45,,,,,,,,,,12,ITALY,,ITALY:  N,44.299999999999997,9.900000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
4182,,1958,11,29,9,30,,,,,,,,,,12,ITALY,,ITALY:  N,44.399999999999999,8.800000000000001,130,,,,,,,,,,,,,,,,,,,,,,,,
6383,Tsu,1959,1,22,5,10,,40,,,,,,,,,JAPAN,,"SANRIKU, JAPAN",37.500000000000000,142.199999999999989,30,,,,,,,,,,,,,,,,,,,,,,,,
4183,,1959,1,26,6,46,,,,,,,,,,12,ITALY,,ITALY:  N,44.500000000000000,9.600000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
6384,Tsu,1959,2,7,9,36,51,19,7.400000000000000,,7.400000000000000,,,,,7,PERU,,PERU-ECUADOR,-4.000000000000000,-81.500000000000000,160,,,,,,,,1,,,,1,,,,,,,,1,,,,1
4184,,1959,4,5,,,,,5.500000000000000,,,,,,5.500000000000000,8,FRANCE,,"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",44.000000000000000,6.800000000000000,120,,,,,,,,2,,,,,,,,,,,,,,,,
6385,Tsu,1959,4,9,12,24,20,40,5.000000000000000,,5.000000000000000,,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,44.299999999999997,149.000000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
4185,,1959,4,11,22,,,,,,,,,,,12,ITALY,,ITALY:  CENTRAL,42.899999999999999,12.600000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
4186,,1959,4,17,,,,,,,,,,,,12,ITALY,,ITALY:  N,44.500000000000000,10.800000000000001,130,,,,,,,,,,,,,,,,,,,,,,,,
4187,,1959,4,25,0,26,,,6.300000000000000,,,,,,6.300000000000000,8,TURKEY,,"TURKEY:  KOYCEGIZ, MUGLA",37.000000000000000,28.699999999999999,140,,,,,,,,2,,,,,,,,,,,,,,,,
4188,,1959,4,26,20,40,38,150,7.500000000000000,,7.500000000000000,,,,,,TAIWAN,,TAIWAN:  TAIPEI,24.780000000000001,122.700000000000003,30,2,1,,,,,,1,,,,,2,1,,,,,,1,,,,
4192,Tsu,1959,5,4,7,15,42,60,8.199999999999999,8.199999999999999,8.000000000000000,,,,,10,RUSSIA,,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,52.500000000000000,159.500000000000000,50,1,1,,,13,1,,2,,2,,,1,1,,,13,1,,2,,2,,
4194,,1959,5,24,19,17,,100,6.800000000000000,,,,,,6.800000000000000,,MEXICO,,"MEXICO:  OAXACA;",17.000000000000000,-96.299999999999997,150,,,,,,,,3,,,,,,,,,,,,,,,,
4195,,1959,6,14,0,12,6.5,112,7.500000000000000,,7.500000000000000,,,,,,BOLIVIA,,BOLIVIA-NORTHERN CHILE,-20.369000000000000,-68.000000000000000,160,1,1,,,,,,1,,,,,1,1,,,,,,1,,,,
4196,,1959,6,18,15,31,,15,7.000000000000000,,,,,,7.000000000000000,10,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,53.899999999999999,160.500000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
4197,,1959,8,15,8,57,3,60,7.000000000000000,,7.000000000000000,,,,,,TAIWAN,,TAIWAN,22.180000000000000,121.129999999999995,30,16,1,,,63,2,,3,,3,,,16,1,,,63,2,,3,,3,,
4198,Tsu,1959,8,17,21,4,40,,7.300000000000000,,7.300000000000000,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.500000000000000,156.000000000000000,170,,,,,,,,3,,,,,,,,,,,,3,,,,
4201,,1959,8,26,8,25,31,,6.900000000000000,,6.900000000000000,,,,,,MEXICO,,MEXICO:  GULF OF CAMPECHE,18.300000000000001,-94.400000000000006,150,25,1,,,200,3,,3,,3,,,25,1,,,200,3,,3,,3,,
4203,,1959,9,1,11,37,,11,6.100000000000000,,,,,,6.100000000000000,10,ALBANIA,,ALBANIA,40.899999999999999,19.800000000000001,130,2,1,,,,,,3,,,,,,,,,,,,,,,,
4205,,1959,9,14,14,9,,60,7.700000000000000,,,,,,7.700000000000000,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.500000000000000,-177.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6590,Tsu,1959,10,26,7,35,,10,,,,,,,,,JAPAN,,"SANRIKU, JAPAN",37.500000000000000,143.199999999999989,30,,,,,,,,,,,,,,,,,,,,,,,,
6386,,1959,10,27,6,52,51.2,70,7.200000000000000,,7.200000000000000,,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,45.890000000000001,151.110000000000014,50,,,,,,,,,,,,,,,,,,,,,,,,
4208,,1959,11,7,,,,,5.500000000000000,,,,,,5.500000000000000,8,ALGERIA,,ALGERIA:  BOU-MEDFA,36.399999999999999,2.600000000000000,15,,,,,,,,2,,,,,,,,,,,,,,,,
4211,Tsu,1960,1,13,15,40,34,160,7.800000000000000,,7.800000000000000,,,,,10,PERU,,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.750000000000000,-72.750000000000000,160,63,2,,,200,3,,3,,3,,,63,2,,,200,3,,3,,3,,
4213,,1960,1,15,9,30,,150,7.000000000000000,,,,,,7.000000000000000,,PERU,,"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",-15.000000000000000,-75.000000000000000,160,63,2,,,,,,1,,,,,,,,,,,,,,,,
4214,,1960,2,21,8,13,31,33,5.600000000000000,,5.600000000000000,,,,,,ALGERIA,,ALGERIA:  MELOUZA,36.000000000000000,4.100000000000000,15,47,1,,,88,2,,2,,,,,47,1,,,88,2,,2,,,,
4216,Tsu,1960,2,29,23,40,14,33,5.900000000000000,,5.900000000000000,,,,,10,MOROCCO,,MOROCCO:  AGADIR,30.449999999999999,-9.619999999999999,15,13100,4,,,25000,4,120.000000000000000,4,,3,,,13100,4,,,25000,4,120.000000000000000,4,,3,,
6387,Tsu,1960,3,20,17,7,30,20,7.500000000000000,,7.500000000000000,,,,,,JAPAN,,JAPAN:  SANRIKU,39.799999999999997,143.400000000000006,30,,,,,,,,1,,,,,,,,,,,,1,,,,
6388,Tsu,1960,3,23,0,23,,20,6.700000000000000,,6.700000000000000,,,,,,JAPAN,,JAPAN:  SANRIKU,39.399999999999999,143.699999999999989,30,,,,,,,,,,,,,,,,,,,,,,,,
4221,,1960,4,29,9,16,20,,,,,,,,,8,INDONESIA,,INDONESIA:  CENTRAL SULAWESI:  UNA-UNA ISLAND,-0.500000000000000,121.500000000000000,170,,,,,,,,2,50,1,,,,,,,,,,2,50,1,,
4223,Tsu,1960,5,21,10,2,50,35,8.199999999999999,8.199999999999999,7.300000000000000,,,,,,CHILE,,CHILE:  CENTRAL,-37.872000000000000,-73.242999999999995,160,,1,,,,3,,1,,,,,,1,,,,3,,1,,,,
4227,Tsu,1960,5,22,19,11,17,33,9.500000000000000,9.500000000000000,8.500000000000000,,,,,12,CHILE,,"CHILE:  PUERTO MONTT, VALDIVIA",-38.143000000000001,-73.406999999999996,160,2000,4,,,3000,4,1000.000000000000000,4,58622,4,,,2226,4,,,3000,4,1000.000000000000000,4,58622,4,,
4228,,1960,5,26,5,10,,,6.500000000000000,,,,,,6.500000000000000,,GREECE,,GREECE-ALBANIA,40.000000000000000,20.000000000000000,130,8,1,,,,,,2,,,,,,,,,,,,,,,,
6389,Tsu,1960,6,11,15,14,9,33,6.600000000000000,,6.600000000000000,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  W. SOLOMON SEA,-9.400000000000000,152.300000000000011,170,,,,,,,,,,,,,,,,,,,,,,,,
6591,Tsu,1960,7,29,17,31,45,50,6.700000000000000,,6.700000000000000,,,,,,JAPAN,,JAPAN:  SANRIKU,40.299999999999997,142.500000000000000,30,,,,,,,,,,,,,,,,,,,,,,,,
4233,,1960,10,7,,,,,,,,,,,,,PHILIPPINES,,PHILIPPINES:  PANAY,11.100000000000000,122.299999999999997,170,3,1,,,,,,2,,,,,,,,,,,,,,,,
6390,Tsu,1960,11,1,8,45,59,55,7.400000000000000,,7.400000000000000,,,,,,CHILE,,CHILE:  CONCEPCION,-38.500000000000000,-75.099999999999994,160,,1,,,,,,1,,,,,,1,,,,,,1,,,,
4234,Tsu,1960,11,20,22,1,56.4,93,6.700000000000000,,,,,,6.700000000000000,,PERU,,PERU,-6.800000000000000,-80.700000000000003,160,,,,,,,,,,,,,66,2,,,2,1,0.550000000000000,1,,,,
6391,Tsu,1961,1,10,14,22,25.5,59,6.600000000000000,6.600000000000000,7.100000000000000,,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,50.015999999999998,156.098999999999990,50,,,,,,,,,,,,,,,,,,,,,,,,
6392,Tsu,1961,1,16,7,20,,40,,,,,,,,,JAPAN,,JAPAN:  KASHIMA,36.000000000000000,142.300000000000011,30,,,,,,,,,,,,,,,,,,,,,,,,
6393,Tsu,1961,1,16,11,19,,20,,,,,,,,,JAPAN,,JAPAN:  KASHIMA,36.000000000000000,141.900000000000006,30,,,,,,,,,,,,,,,,,,,,,,,,
6394,Tsu,1961,1,16,12,12,,20,,,,,,,,,JAPAN,,JAPAN:  KASHIMA,36.200000000000003,141.900000000000006,30,,,,,,,,,,,,,,,,,,,,,,,,
4237,,1961,2,4,8,51,,141,7.600000000000000,,,,,,7.600000000000000,,INDIA,,INDIA,24.899999999999999,93.340000000000003,60,,,,,,,,,,,,,,,,,,,,,,,,
6395,Tsu,1961,2,12,21,53,,80,,,,,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,43.200000000000003,147.900000000000006,50,,,,,,,,,,,,,,,,,,,,,,,,
4238,Tsu,1961,2,26,18,10,48.7,74,7.300000000000000,,7.300000000000000,,,,,,JAPAN,,JAPAN:  MIYAZAKI,31.600000000000001,131.800000000000011,30,2,1,,,7,1,,2,170,3,170,3,2,1,,,7,1,,2,170,3,,
4239,,1961,3,7,10,10,,40,7.500000000000000,,,,,,7.500000000000000,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.300000000000001,-175.699999999999989,170,,,,,,,,,,,,,,,,,,,,,,,,
8058,,1961,3,7,19,0,48,,4.900000000000000,,4.900000000000000,,,,,7,CHINA,,CHINA:  HUBEI PROVINCE,30.500000000000000,110.000000000000000,30,,,,,,,,2,25,1,,,,,,,,,,2,25,1,,
4240,,1961,3,16,13,45,35.6,74,6.500000000000000,,6.500000000000000,,,,,8,INDONESIA,,INDONESIA:  FLORES:  ENDEH,-8.199999999999999,122.000000000000000,170,2,1,,,6,1,,2,,,,,2,1,,,6,1,,2,,,,
4241,,1961,3,24,10,36,,,,,,,,,,,ITALY,,ITALY:  SICILY,38.000000000000000,15.300000000000001,130,15,1,,,,,,2,,,,,,,,,,,,,,,,
4242,,1961,4,4,21,32,,16,,,,,,,,,USA,CA,CALIFORNIA:  TERMINAL ISLAND,34.000000000000000,-118.000000000000000,150,,,,,,,4.500000000000000,2,,,,,,,,,,,,,,,,
7780,Tsu,1961,5,23,2,45,,,6.500000000000000,,6.500000000000000,,,,,,TURKEY,,TURKEY,36.700000000000003,28.500000000000000,140,,,,,,,,,,,,,,,,,,,,,,,,
6917,Tsu,1961,6,16,10,31,57.3,120,6.500000000000000,,6.500000000000000,,,,,,COLOMBIA,,COLOMBIA: NORTHEASTERN COLOMBIA,8.900000000000000,-73.400000000000006,90,,,,,,,,,,,,,,,,,,,,,,,,
8061,,1961,6,27,7,3,41,25,6.000000000000000,,6.000000000000000,,,,,8,CHINA,,CHINA:   YUNNAN PROVINCE,27.730000000000000,99.750000000000000,30,,,,,,,,3,11400,4,,,,,,,,,,3,11400,4,,
6397,Tsu,1961,7,18,14,4,,60,,,,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,29.600000000000001,131.800000000000011,30,,,,,,,,,,,,,,,,,,,,,,,,
6398,Tsu,1961,7,23,21,51,10.5,35,7.300000000000000,7.300000000000000,7.300000000000000,,,,,,VANUATU,,VANUATU ISLANDS,-18.420999999999999,168.411000000000001,170,,,,,,,,,,,,,,,,,,,,1,,,,
6399,Tsu,1961,8,1,5,39,54.4,25,6.400000000000000,6.400000000000000,6.600000000000000,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.849000000000000,160.614000000000004,170,,,,,,,,,,,,,,,,,,,,,,,,
6400,Tsu,1961,8,11,15,51,,80,,,,,,,,,JAPAN,,JAPAN:  SE. HOKKAIDO ISLAND,42.899999999999999,145.599999999999994,30,,,,,,,,,,,,,,,,,,,,,,,,
6401,Tsu,1961,8,17,21,16,31.4,154,6.700000000000000,,6.700000000000000,,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,46.338000000000001,149.548000000000002,50,,,,,,,,,,,,,,,,,,,,,,,,
4248,,1961,8,19,5,33,,,7.300000000000000,,,,,,7.300000000000000,,JAPAN,,JAPAN:  HONSHU:  W COAST,36.000000000000000,136.699999999999989,30,10,1,,,,,,2,,,,,,,,,,,,,,,,
6402,Tsu,1961,10,18,16,51,57,15,6.500000000000000,,6.500000000000000,,,,,,CHILE,,"CHILE:  VALDIVIA, CURICO",-36.700000000000003,-73.000000000000000,160,,1,,,,,,1,,,,,,1,,,,,,1,,,,
6325,Tsu,1961,11,15,7,17,,60,,,,,,,,,JAPAN,,JAPAN:  SE. HOKKAIDO ISLAND,42.700000000000003,145.699999999999989,30,,,,,,,,,,,,,,,,,,,,,,,,
4254,,1961,12,20,13,25,,176,6.900000000000000,,,,,,6.900000000000000,,COLOMBIA,,COLOMBIA,4.600000000000000,-75.599999999999994,160,23,1,,,,,,3,,,,,,,,,,,,,,,,
4255,,1962,1,7,10,3,,33,5.900000000000000,,,,5.900000000000000,,6.000000000000000,8,CROATIA,,BALKANS NW:  CROATIA,43.299999999999997,17.100000000000001,130,4,1,,,,,,2,,,,,4,1,,,,,,2,,,,
4256,,1962,1,11,5,5,,33,6.100000000000000,,,,6.100000000000000,,5.800000000000000,9,CROATIA,,BALKANS NW:  CROATIA,43.299999999999997,17.100000000000001,130,1,1,,,,,,2,2290,4,,,1,1,,,,,,2,2290,4,,
4257,,1962,2,14,6,36,,45,7.300000000000000,,,,,,7.300000000000000,,CHILE,,CHILE:  CENTRAL,-37.799999999999997,-72.500000000000000,160,,,,,,,,2,,,,,,,,,,,,,,,,
4258,,1962,2,18,,,,,5.300000000000000,,,,,,5.300000000000000,8,TUNISIA,,"TUNISIA:  GAFOUR,OUM-ZID,EL AKHOUAT",36.000000000000000,9.000000000000000,15,,,,,,,,2,,,,,,,,,,,,,,,,
6403,Tsu,1962,3,12,11,40,16.7,35,6.800000000000000,,6.800000000000000,,,,,,PANAMA,,COSTA RICA-PANAMA,8.007999999999999,-82.757000000000005,100,,,,,,,,1,,,,,,,,,,,,1,,,,
4259,,1962,3,18,15,30,,33,6.000000000000000,,,,,,6.000000000000000,,ALBANIA,,ALBANIA,40.899999999999999,19.500000000000000,130,15,1,,,,,,2,,,,,,,,,,,,,,,,
8052,,1962,3,18,20,18,53,25,6.100000000000000,,6.100000000000000,,,,,8,CHINA,,CHINA:  GUANGDONG PROVINCE,23.719999999999999,114.670000000000002,30,1,1,,,2,1,,3,1200,4,,,1,1,,,2,1,,3,1200,4,,
6404,Tsu,1962,4,12,0,52,43,25,7.200000000000000,7.200000000000000,7.100000000000000,,,,,,JAPAN,,JAPAN:  SANRIKU,38.073000000000000,142.741000000000014,30,,,,,,,,,,,,,,,,,,,,,,,,
4261,,1962,4,18,19,14,,39,6.300000000000000,,,,,,6.300000000000000,,PERU,,"PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",-10.000000000000000,-79.000000000000000,160,9,1,,,,,,2,,,,,,,,,,,,,,,,
6592,Tsu,1962,4,23,,,,60,,,,,,,,,JAPAN,,"SE. HOKKAIDO ISLAND, JAPAN",42.200000000000003,143.900000000000006,30,,,,,,,,,,,,,,,,,,,,,,,,
4263,,1962,4,25,,,,,5.300000000000000,,,,,,5.300000000000000,8,FRANCE,,"FRANCE:  CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",45.000000000000000,5.600000000000000,120,,,,,,,,2,,,,,,,,,,,,,,,,
4264,,1962,4,30,2,26,30,104,6.800000000000000,,6.800000000000000,,,,,,JAPAN,,JAPAN:  HONSHU:  SENDAI,38.799999999999997,140.900000000000006,30,1,1,,,,3,,2,,,,,1,1,,,,3,,2,,,,
4265,Tsu,1962,5,11,14,11,54.1,40,7.000000000000000,,7.000000000000000,,,,,8,MEXICO,,MEXICO:  S,17.199999999999999,-99.599999999999994,150,4,1,,,,3,,2,,2,,,4,1,,,,3,,2,,2,,
4266,Tsu,1962,5,19,14,58,15,33,7.200000000000000,,7.200000000000000,,,,,,MEXICO,,MEXICO:  S,17.199999999999999,-99.500000000000000,150,3,1,,,16,1,,2,,2,,,3,1,,,16,1,,2,,2,,
