6.9,13.0,4.0
7.7,20.0,0.5
7.1,11.0,0.1
6.5,14.0,1.0
7.3,46.0,3.0
7.8,30.0,0.6
7.2,23.0,0.4
7.4,33.0,11.0
6.9,28.0,2.59
6.9,20.0,1.5
6.4,20.0,0.1
7.3,10.0,0.1
7.9,33.0,1.1
7.6,24.0,3.43
8.1,33.0,7.7
6.6,10.0,5.1
6.9,21.0,0.1
7.6,33.0,0.51
7.1,24.0,0.18
5.1,33.0,0.3
7.0,10.0,0.09
6.4,20.0,0.11
6.6,10.0,0.2
6.6,22.0,0.55
7.3,33.0,0.4
6.6,49.0,0.2
7.9,33.0,3.0
6.5,10.0,0.03
7.6,33.0,8.0
8.0,10.0,0.01
7.3,33.0,0.13
7.1,25.0,15.03
7.7,33.0,2.75
7.8,13.0,2.52
7.3,33.0,6.6
5.4,38.0,0.5
7.5,26.0,6.0
7.8,10.0,0.3
6.1,10.0,0.07
5.9,10.0,0.07
6.5,10.0,0.14
8.2,17.0,3.0
7.8,60.0,0.25
8.2,33.0,8.8
5.8,20.0,0.11
7.3,14.0,0.12
7.5,21.0,3.0
7.2,31.0,3.0
6.6,33.0,0.05
7.4,33.0,0.2
7.8,13.0,5.5
7.7,10.0,5.0
7.8,33.0,2.0
7.6,24.0,0.61
6.9,12.0,3.0
5.5,8.0,0.08
7.5,28.0,0.15
8.1,27.0,4.4
6.8,10.0,0.32
7.2,33.0,0.33
5.9,10.0,0.15
4.8,27.0,1.0
7.0,14.0,0.63
7.1,10.0,0.93
6.4,10.0,0.06
6.1,14.0,0.7
6.7,39.0,0.12
7.7,10.0,0.3
8.8,30.0,50.9
6.4,28.0,0.39
8.4,30.0,4.2
6.7,19.0,0.4
7.1,10.0,0.1
6.8,36.0,0.05
6.8,11.0,0.42
6.7,30.0,3.5
7.8,55.0,0.27
7.2,34.0,20.9
6.6,28.0,0.08
6.6,39.0,0.1
7.8,10.0,21.9
7.3,10.0,0.07
8.2,10.0,0.4
7.0,34.0,0.08
6.8,8.0,0.1
7.9,24.0,12.1
6.3,37.0,10.0
6.2,5.0,0.19
6.6,21.0,0.03
7.9,39.0,10.05
7.3,35.0,0.05
8.5,34.0,5.0
7.4,40.0,0.28
6.6,25.0,0.12
7.3,33.0,0.16
6.2,32.0,0.03
7.0,22.0,0.2
7.0,25.0,0.09
7.0,30.0,0.13
7.5,17.0,0.39
7.5,36.0,0.11
7.2,22.0,0.13
7.6,34.0,0.15
7.2,10.0,4.0
7.7,12.0,0.47
7.6,5.0,0.01
6.7,20.0,0.18
8.1,18.0,22.35
7.3,45.0,0.31
6.4,26.0,0.01
7.1,25.0,7.52
6.7,15.0,0.03
7.3,13.0,3.21
7.0,25.0,0.1
8.5,23.0,29.0
7.0,11.0,0.14
7.9,31.0,0.44
7.5,35.0,0.03
7.3,25.0,0.23
6.9,10.0,0.07
7.3,20.0,16.9
7.5,14.0,0.13
7.4,16.0,4.1
6.4,24.0,0.03
6.3,6.0,3.5
7.3,32.0,0.6
8.3,30.0,38.9
7.0,42.0,0.08
7.8,17.0,1.2
7.0,23.0,0.09
7.1,32.0,0.18
7.1,28.0,0.18
6.9,32.0,0.06
7.5,33.0,0.14
6.9,23.0,0.08
6.9,12.0,0.2
7.6,20.0,0.2
7.6,28.0,0.15
7.7,35.0,0.16
7.5,14.0,12.98
7.4,24.0,0.35
7.3,31.0,1.0
7.7,10.0,1.5
7.4,24.0,11.0
6.9,21.0,0.09
6.7,17.0,0.07
